id,value
id_0,6.410887943096082
id_1,17.621514441652177
id_2,22.756840657132486
id_3,7.454067881902883
id_4,26.46439765798748
id_5,21.310504747642067
id_6,24.891887187189205
id_7,31.561487474192997
id_8,17.93948363426351
id_9,56.644221755377956
id_10,11.501434999013068
id_11,10.537315266597382
id_12,60.49156915813876
id_13,53.21671206672417
id_14,21.483643763461238
id_15,11.724490514479808
id_16,31.695581226761668
id_17,67.43185422249181
id_18,-0.5128899521355379
id_19,16.48081558986116
id_20,42.228043403786394
id_21,69.19095208185728
id_22,9.736751606732927
id_23,17.642198403569612
id_24,14.786286964549191
id_25,37.632169711959484
id_26,15.68582818144099
id_27,72.18479907160173
id_28,6.90752926466612
id_29,55.34112538897691
id_30,23.512212434079622
id_31,10.028788604210533
id_32,4.475230288594258
id_33,21.265141384740392
id_34,29.10030214622428
id_35,36.06207092687036
id_36,41.5730174434656
id_37,30.58715339387707
id_38,39.39181536964269
id_39,38.105828853542086
id_40,6.451807421849335
id_41,41.38180691486394
id_42,31.33045989423275
id_43,50.446020739194
id_44,17.272783122700766
id_45,36.08072591287924
id_46,24.473238914742684
id_47,9.476166819462058
id_48,26.350145180791195
id_49,32.185714633251024
id_50,21.09936528943343
id_51,7.150598481370761
id_52,21.63990333699908
id_53,51.69642846235812
id_54,16.62935337144517
id_55,35.2702675298121
id_56,32.20654546249407
id_57,23.200364214916775
id_58,57.51184095540123
id_59,22.887891548298725
id_60,14.528086902547248
id_61,42.89636182352281
id_62,12.20333436244167
id_63,50.15753422255121
id_64,12.856545092432132
id_65,16.332391196933273
id_66,15.297307406903327
id_67,0.149895602182454
id_68,43.32817298910578
id_69,29.962675286836856
id_70,20.39573127495756
id_71,42.910605554441425
id_72,60.675570467198156
id_73,4.105178379027098
id_74,16.15183931756167
id_75,4.804180219742587
id_76,40.35025743300851
id_77,15.649595108999188
id_78,23.490204664247727
id_79,21.3719631098509
id_80,24.296577984714325
id_81,37.264934535219524
id_82,22.884504146372826
id_83,88.96919369170416
id_84,36.62617845316318
id_85,28.91203841114283
id_86,21.775492196776508
id_87,33.99778734655075
id_88,25.250933150504576
id_89,20.431221522073887
id_90,27.38915136605766
id_91,41.77245497544337
id_92,4.371700223031805
id_93,38.65987197503129
id_94,46.46643410074816
id_95,15.434241617858747
id_96,32.918534505595936
id_97,13.841386755772557
id_98,24.07393783575258
id_99,4.853644474318072
id_100,17.490390069256833
id_101,27.43036749535397
id_102,14.362485718103489
id_103,15.30383897350413
id_104,23.58123932799448
id_105,41.14133246427701
id_106,31.11850082403906
id_107,7.801276396407324
id_108,7.823715760910652
id_109,78.99752434935554
id_110,48.39163066681073
id_111,17.112024751176303
id_112,28.135317612185684
id_113,15.353074324589304
id_114,14.572737261379494
id_115,23.880841428024745
id_116,25.99580159831818
id_117,11.314378719061505
id_118,20.1884889195128
id_119,18.701281701183486
id_120,79.0777166590313
id_121,25.62066685760669
id_122,35.61803422425735
id_123,24.38742941014506
id_124,7.085412597409128
id_125,39.97678027604799
id_126,11.081297557195303
id_127,21.21633657585023
id_128,30.027652281920595
id_129,62.339855225204985
id_130,23.355827182149525
id_131,23.557622328371323
id_132,60.39298255217668
id_133,16.405639188964617
id_134,14.772509059087422
id_135,4.591851659104009
id_136,11.418524066350804
id_137,58.84363742021051
id_138,17.86107152777904
id_139,5.233868915990193
id_140,28.06649162371753
id_141,25.775275795331336
id_142,44.08773056191906
id_143,30.596808006909967
id_144,18.84303345113227
id_145,26.435927940278262
id_146,10.313932779129331
id_147,52.1267763360188
id_148,22.09569847547437
id_149,37.36817222134718
id_150,10.804503637598433
id_151,8.087089606205922
id_152,23.049712965393923
id_153,7.98978635049961
id_154,17.267277422638422
id_155,41.94345025187589
id_156,8.38436855181244
id_157,36.24224047286279
id_158,11.539187635850999
id_159,18.895093541531022
id_160,40.60384443272696
id_161,19.16325785280681
id_162,14.658176827941055
id_163,6.6444292299490435
id_164,49.98722820361455
id_165,29.297486734675115
id_166,-0.6612443511663066
id_167,15.79672152976729
id_168,60.520799931958386
id_169,13.8610777471482
id_170,61.91087206137587
id_171,38.95694709033967
id_172,28.003744556368915
id_173,20.44185481662885
id_174,59.74477197429591
id_175,23.111811820119716
id_176,21.21604224387176
id_177,35.573081149585065
id_178,11.477304643269886
id_179,30.534499930808277
id_180,17.335568717216788
id_181,12.849271808334944
id_182,56.41714197535322
id_183,48.497463707785805
id_184,15.647751771328384
id_185,33.83673900029581
