id,value
id_0,7.576577026677516
id_1,18.177011096691142
id_2,24.10720938579159
id_3,6.5179959819303654
id_4,27.29173411787794
id_5,22.06621838093838
id_6,24.098440944402423
id_7,30.66666127814848
id_8,17.281772584521605
id_9,59.20044702426637
id_10,11.96358155494715
id_11,9.106430653888
id_12,63.12181851941164
id_13,53.293946604497656
id_14,21.863312975656434
id_15,11.830570040189091
id_16,32.25516200468702
id_17,67.1317739576993
id_18,0.014327311525192954
id_19,17.285214606862723
id_20,42.05465290243876
id_21,70.1091753953042
id_22,8.771459705780412
id_23,17.729432065209387
id_24,14.681190209272295
id_25,37.87561849303562
id_26,14.758614340605266
id_27,72.3506962433668
id_28,6.8603571445199165
id_29,55.83615773538028
id_30,23.058724829963698
id_31,9.194531802320558
id_32,3.911302165237583
id_33,20.632022666906565
id_34,28.779503077883955
id_35,37.05081551326755
id_36,43.18446981415866
id_37,30.093157129385624
id_38,39.726861248196066
id_39,36.312661977478015
id_40,6.827365476492663
id_41,41.22747838600995
id_42,30.259330969532037
id_43,50.85678238381351
id_44,17.06570457139915
id_45,36.23108697083832
id_46,24.016724492995515
id_47,8.728770385519976
id_48,25.988834765769145
id_49,32.485194208681406
id_50,19.012058292041786
id_51,8.313466913159925
id_52,23.12814979355841
id_53,52.94962292188714
id_54,16.507839889097436
id_55,36.19569829988045
id_56,32.138407673067036
id_57,21.187922789292344
id_58,58.09522638062234
id_59,23.31109195786833
id_60,14.496766847162405
id_61,43.23792842919225
id_62,12.469369576495872
id_63,49.81838137330598
id_64,14.077011543781099
id_65,15.724247335182202
id_66,15.849734923896342
id_67,-0.17158105688556802
id_68,43.84664606641365
id_69,29.983010473320377
id_70,20.387920974270536
id_71,41.41481158945722
id_72,60.511078687671905
id_73,5.715497536946913
id_74,16.2496776014159
id_75,4.538023516218583
id_76,39.43055036843779
id_77,14.707879383546832
id_78,24.10401494399418
id_79,21.22057769688901
id_80,24.251823199159844
id_81,37.10114644540879
id_82,21.62567163416776
id_83,90.68047455962888
id_84,37.33515385377946
id_85,28.31156936100093
id_86,21.277237799227887
id_87,34.434740342893946
id_88,23.697627588225963
id_89,20.726001185407835
id_90,28.40140264935323
id_91,41.35328640331983
id_92,5.119802113816
id_93,39.37764498452035
id_94,46.55216608880475
id_95,17.060922028949967
id_96,32.30831393614137
id_97,13.417457930921312
id_98,23.38072243639145
id_99,5.178607906322467
id_100,18.757005648117314
id_101,27.18444083395817
id_102,14.587693876483462
id_103,16.594661942755593
id_104,24.664352696906096
id_105,39.520394765195135
id_106,31.253610111934798
id_107,7.469091206159769
id_108,7.111744926836273
id_109,78.27581800563695
id_110,47.83018118502996
id_111,17.017994987521284
id_112,27.571930067345974
id_113,16.25924516053253
id_114,13.809638810983
id_115,25.331428552296295
id_116,25.97205552396047
id_117,10.958503343620958
id_118,19.47712253848352
id_119,19.010868024502766
id_120,82.06795088189594
id_121,24.89297629544298
id_122,35.21674950115121
id_123,25.29710110750716
id_124,6.451069130532165
id_125,39.91942048094823
id_126,10.041808319159308
id_127,20.886123517912313
id_128,29.71610881543561
id_129,63.71386341474911
id_130,22.057276254280314
id_131,23.02420964566568
id_132,58.53068968689887
id_133,15.7625750284885
id_134,13.593515639231164
id_135,3.617046171008333
id_136,11.748728941468396
id_137,57.90822602193898
id_138,19.779039496816075
id_139,4.61154963032417
id_140,26.93522845386404
id_141,25.09426649196219
id_142,44.18095955775394
id_143,31.19610139064767
id_144,17.885264992872003
id_145,26.55031425756537
id_146,12.249190907150052
id_147,50.86355033423458
